importer_iso3,canal,q_sea_predict,v_sea_predict,q_sea_import,v_sea_import,q_sea_export,v_sea_export,q_canal,v_canal,q_canal_import,q_canal_export,v_canal_import,v_canal_export,share_q,dep_share_sea,oil_v_total,oil_q_total,oil_q_canal,oil_v_canal,dep_oil_share_q,dep_oil_share_v,criticality_oil_tonnes,rerouting_share,Stakes_ic,total_naval_fleet,proximity_score,ability_score,Entity,Year,regime_score,regime_scaled
AGO,Suez Canal,71387554.29305884,57296027405.181755,6480564.613883667,10855357208.020544,64906989.679175176,46440670197.16121,310289.68787221785,804842771.2957882,290285.9649219993,20003.722950218547,749369729.0929224,55473042.2028657,12.87404774451186,0.004346551593551202,13.261999999999999,5.131,0.022302156226511216,0.057643967233676034,0.004346551593551202,0.004346551593551202,NA,0.4,NA,31,0,31,Angola,2024,1,0.2
AGO,Taiwan Strait,71387554.29305884,57296027405.181755,6480564.613883667,10855357208.020544,64906989.679175176,46440670197.16121,35227162.215022266,23438743695.561054,613342.8284304639,34613819.3865918,1504101195.750435,21934642499.81062,30.18175180408299,0.4934636375187807,13.261999999999999,5.131,2.531961924108864,6.544314760774069,0.49346363751878075,0.4934636375187807,NA,0.8,NA,31,0,31,Angola,2024,1,0.2
AIA,Gibraltar Strait,43835.46950386378,152280565.929438,43397.816525980495,151049144.96010193,437.6529778832872,1231420.969336056,235.76086964632088,629815.4437610081,206.46666321490952,29.29420643141133,419680.18382772215,210135.259933286,13.665491262793957,0.005378312866605438,3.365,0.054,2.904288947966937e-4,0.0180980227961273,0.005378312866605439,0.005378312866605438,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
AIA,Malacca Strait,43835.46950386378,152280565.929438,43397.816525980495,151049144.96010193,437.6529778832872,1231420.969336056,92.41758417205187,56906.46346492918,92.04289161822848,0.3746925538234075,45054.9409064837,11851.522558445477,23.00941665945064,0.0021082832057702935,3.365,0.054,1.1384729311159585e-4,0.007094372987417038,0.0021082832057702935,0.0021082832057702935,NA,0.8,NA,NA,0,NA,NA,NA,NA,NA
AIA,Panama Canal,43835.46950386378,152280565.929438,43397.816525980495,151049144.96010193,437.6529778832872,1231420.969336056,27200.481425292885,104817451.31621426,27089.03748559967,111.44393969320846,104742610.43747395,74840.87874031521,6.157253704042887,0.6205130624389767,3.365,0.054,0.03350770537170474,2.088026455107157,0.6205130624389767,0.6205130624389767,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
AIA,Strait of Hormuz,43835.46950386378,152280565.929438,43397.816525980495,151049144.96010193,437.6529778832872,1231420.969336056,10.609291877708188,17725.197247088552,9.90370626965964,0.7055856080485474,13518.77303602585,4206.424211062702,11.013866712990689,2.420252822151946e-4,3.365,0.054,1.3069365239620508e-5,8.144150746541299e-4,2.420252822151946e-4,2.420252822151946e-4,NA,0,NA,NA,0,NA,NA,NA,NA,NA
AIA,Suez Canal,43835.46950386378,152280565.929438,43397.816525980495,151049144.96010193,437.6529778832872,1231420.969336056,100.04667942319092,73604.00459187794,99.01215269094146,1.0345267322494485,60005.084920059206,13598.919671818732,12.87404774451186,0.0022823225245567984,3.365,0.054,1.2324541632606712e-4,0.007680015295133627,0.0022823225245567984,0.0022823225245567984,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
AIA,Taiwan Strait,43835.46950386378,152280565.929438,43397.816525980495,151049144.96010193,437.6529778832872,1231420.969336056,9.9406302265675,27378.53482454617,9.9406302265675,0,27378.53482454617,0,30.18175180408299,2.267713871683593e-4,3.365,0.054,1.2245654907091401e-5,7.63085717821529e-4,2.267713871683593e-4,2.267713871683593e-4,NA,0.8,NA,NA,0,NA,NA,NA,NA,NA
ALB,Gibraltar Strait,2505789.701498501,2206996067.598475,1076673.4470800157,1153226523.060535,1429116.2544184856,1053769544.53794,638200.6755893644,686342601.0113504,307245.1755153004,330955.50007406395,301257297.0066712,385085304.0046792,13.665491262793957,0.25469043759247256,NA,NA,NA,NA,NA,NA,NA,0.4,NA,19,0,19,Albania,2024,4,0.8
ALB,Malacca Strait,2505789.701498501,2206996067.598475,1076673.4470800157,1153226523.060535,1429116.2544184856,1053769544.53794,480219.2940570767,346463496.4689919,64967.34702804903,415251.9470290276,153332406.9471793,193131089.5218126,23.00941665945064,0.19164389324846298,NA,NA,NA,NA,NA,NA,NA,0.8,NA,19,0,19,Albania,2024,4,0.8
ALB,Panama Canal,2505789.701498501,2206996067.598475,1076673.4470800157,1153226523.060535,1429116.2544184856,1053769544.53794,49147.56005482307,24964743.941685617,49030.637379163134,116.92267565993784,24246432.289116334,718311.652569281,6.157253704042887,0.019613601263279226,NA,NA,NA,NA,NA,NA,NA,0.4,NA,19,0,19,Albania,2024,4,0.8
ALB,Strait of Hormuz,2505789.701498501,2206996067.598475,1076673.4470800157,1153226523.060535,1429116.2544184856,1053769544.53794,2931.683247171454,8697043.725354102,2570.8288647444806,360.8543824269731,7295962.949929131,1401080.775424971,11.013866712990689,0.0011699638023966105,NA,NA,NA,NA,NA,NA,NA,0,NA,19,0,19,Albania,2024,4,0.8
ALB,Suez Canal,2505789.701498501,2206996067.598475,1076673.4470800157,1153226523.060535,1429116.2544184856,1053769544.53794,551208.3364688728,425379742.8058375,125332.03278374608,425876.3036851268,218288820.6270829,207090922.17875463,12.87404774451186,0.21997390129716063,NA,NA,NA,NA,NA,NA,NA,0.4,NA,19,0,19,Albania,2024,4,0.8
ALB,Taiwan Strait,2505789.701498501,2206996067.598475,1076673.4470800157,1153226523.060535,1429116.2544184856,1053769544.53794,387617.9224906871,216788087.8868947,25696.21512938271,361921.7073613044,64929828.81614484,151858259.07074988,30.18175180408299,0.1546889279091879,NA,NA,NA,NA,NA,NA,NA,0.8,NA,19,0,19,Albania,2024,4,0.8
AND,Gibraltar Strait,465828.6355910795,561227015.5495231,374487.5452774652,525949814.29157805,91341.09031361432,35277201.257945,230860.8343765413,62833640.96830301,182391.84576656256,48468.98860997869,52014563.851226605,10819077.117076408,13.665491262793957,0.495591762158647,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
AND,Malacca Strait,465828.6355910795,561227015.5495231,374487.5452774652,525949814.29157805,91341.09031361432,35277201.257945,208.4414036265605,3966475.903565592,169.22789651347372,39.21350711308675,3052507.8258476574,913968.0777179349,23.00941665945064,4.4746369737891676e-4,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0,NA,NA,NA,NA,NA
AND,Panama Canal,465828.6355910795,561227015.5495231,374487.5452774652,525949814.29157805,91341.09031361432,35277201.257945,756.5349578264772,931763.832994292,1.9609553018148336,754.5740025246624,19331.359696694715,912432.4732975974,6.157253704042887,0.0016240627991160892,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
AND,Strait of Hormuz,465828.6355910795,561227015.5495231,374487.5452774652,525949814.29157805,91341.09031361432,35277201.257945,10.446787182488425,452314.4897733927,0.3469102933807139,10.099876889107708,5151.898608559099,447162.5911648336,11.013866712990689,2.2426245156081337e-5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
AND,Suez Canal,465828.6355910795,561227015.5495231,374487.5452774652,525949814.29157805,91341.09031361432,35277201.257945,1039.9963615277354,19470210.613348607,679.2438892328945,360.75247229484097,17485007.97417526,1985202.6391733463,12.87404774451186,0.0022325728434622904,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
AND,Taiwan Strait,465828.6355910795,561227015.5495231,374487.5452774652,525949814.29157805,91341.09031361432,35277201.257945,39.79829991044495,1101665.520283284,25.802467197059244,13.995832713385711,362564.58012063446,739100.9401626496,30.18175180408299,8.543549466413928e-5,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0,NA,NA,NA,NA,NA
ARE,Gibraltar Strait,334663854.64655393,366389007574.1256,64080389.85835705,148505908723.45273,270583464.78819686,217883098850.67288,21058256.59896476,50599409196.24025,13001241.791167056,8057014.807797704,38183410922.91125,12415998273.329002,13.665491262793957,0.06292360619943513,471846.401,942194.2119999998,59286.25755927509,29690.277123144755,0.06292360619943513,0.06292360619943513,48.3,0.4,1.8235261076596299,181,0,181,United Arab Emirates,2024,1,0.2
