importer_iso3,canal,q_sea_predict,v_sea_predict,q_sea_import,v_sea_import,q_sea_export,v_sea_export,q_canal,v_canal,q_canal_import,q_canal_export,v_canal_import,v_canal_export,share_q,dep_share_sea,oil_v_total,oil_q_total,oil_q_canal,oil_v_canal,dep_oil_share_q,dep_oil_share_v,criticality_oil_tonnes,rerouting_share,Stakes_ic,total_naval_fleet,proximity_score,ability_score,Entity,Year,regime_score,regime_scaled
DZA,Strait of Hormuz,90426815.89529143,77110459020.96289,28865533.460003685,29271590887.453728,61561282.435287766,47838868133.50917,3432035.5560396137,2239440650.7522087,1075867.2359694394,2356168.320070174,948929780.3554156,1290510870.396793,11.013866712990689,0.037953736643936406,6.8,3.18,0.12069288252771777,0.25808540917876754,0.037953736643936406,0.037953736643936406,20.6,0,0.78184697486509,110,0,110,Algeria,2024,1,0.2
DZA,Suez Canal,90426815.89529143,77110459020.96289,28865533.460003685,29271590887.453728,61561282.435287766,47838868133.50917,10331825.696411036,12493291058.15229,4066164.404056327,6265661.2923547095,8419297482.718587,4073993575.4337034,12.87404774451186,0.11425621475353771,6.8,3.18,0.36333476291624994,0.7769422603240564,0.11425621475353771,0.11425621475353771,20.6,0.4,1.412206814353726,110,0,110,Algeria,2024,1,0.2
DZA,Taiwan Strait,90426815.89529143,77110459020.96289,28865533.460003685,29271590887.453728,61561282.435287766,47838868133.50917,1297276.525260027,2446360072.620125,766071.0950729034,531205.4301871235,2018922859.1573656,427437213.4627594,30.18175180408299,0.01434614845625209,6.8,3.18,0.04562075209088165,0.0975538095025142,0.014346148456252091,0.01434614845625209,20.6,0.8,0.059106131639758606,110,0,110,Algeria,2024,1,0.2
ECU,Gibraltar Strait,42335488.04569316,52092685179.43091,13021397.083343431,21960744710.24552,29314090.96234973,30131940469.18539,3736547.1423451463,5036933177.418855,991949.8962397733,2744597.2461053734,2053968885.7028172,2982964291.7160373,13.665491262793957,0.0882604007850872,917.1170000000001,2381.6710000000003,210.20723699821946,80.94511398681684,0.0882604007850872,0.0882604007850872,13.5,0.4,0.7149092463592064,30,0,30,Ecuador,2024,4,0.8
ECU,Malacca Strait,42335488.04569316,52092685179.43091,13021397.083343431,21960744710.24552,29314090.96234973,30131940469.18539,706696.9145849623,809417558.6618494,41940.085105078986,664756.8294798833,117488463.46781775,691929095.1940316,23.00941665945064,0.016692778262582364,917.1170000000001,2381.6710000000003,39.756705897422805,15.30923072184475,0.016692778262582364,0.016692778262582364,13.5,0.8,0.045070501308972374,30,0,30,Ecuador,2024,4,0.8
ECU,Panama Canal,42335488.04569316,52092685179.43091,13021397.083343431,21960744710.24552,29314090.96234973,30131940469.18539,25453481.13457123,28395750498.768955,7922738.292124521,17530742.842446707,11399026547.377348,16996723951.391607,6.157253704042887,0.6012327319127396,917.1170000000001,2381.6710000000003,1431.9385618473466,551.4007593936161,0.6012327319127396,0.6012327319127396,13.5,0.4,4.869985128493191,30,0,30,Ecuador,2024,4,0.8
ECU,Strait of Hormuz,42335488.04569316,52092685179.43091,13021397.083343431,21960744710.24552,29314090.96234973,30131940469.18539,311445.7627360459,282327824.1045377,37733.286436277085,273712.4762997688,47265050.821186624,235062773.2833511,11.013866712990689,0.007356612079206434,917.1170000000001,2381.6710000000003,17.52102964729567,6.746874000245568,0.007356612079206434,0.007356612079206434,13.5,0,0.09931426306928687,30,0,30,Ecuador,2024,4,0.8
ECU,Suez Canal,42335488.04569316,52092685179.43091,13021397.083343431,21960744710.24552,29314090.96234973,30131940469.18539,1045393.385509562,938978986.6732773,121502.59029191767,923890.7952176444,388107310.6487517,550871676.0245254,12.87404774451186,0.024693075095325638,917.1170000000001,2381.6710000000003,58.81078085535931,22.646438952199766,0.024693075095325638,0.024693075095325638,13.5,0.4,0.20001390827213766,30,0,30,Ecuador,2024,4,0.8
ECU,Taiwan Strait,42335488.04569316,52092685179.43091,13021397.083343431,21960744710.24552,29314090.96234973,30131940469.18539,1405596.6848874658,3109658567.5018196,512202.0981460132,893394.5867414526,2311719866.770689,797938700.7311305,30.18175180408299,0.033201381388833634,917.1170000000001,2381.6710000000003,79.0747672137248,30.44955129518294,0.033201381388833634,0.033201381388833634,13.5,0.8,0.08964372974985078,30,0,30,Ecuador,2024,4,0.8
EGY,Gibraltar Strait,113569503.26485574,113780657726.80722,66548631.79644013,69116770825.69835,47020871.4684156,44663886901.10888,45310210.266547814,32884715640.62816,26499060.091527417,18811150.1750204,18030851580.25796,14853864060.3702,13.665491262793957,0.3989645896476253,947097.258,1518806.8730000001,605950.1608404381,377858.26889436116,0.3989645896476254,0.3989645896476253,36.2,0.4,8.665510887146423,150,0,150,Egypt,2024,1,0.2
EGY,Malacca Strait,113569503.26485574,113780657726.80722,66548631.79644013,69116770825.69835,47020871.4684156,44663886901.10888,14036057.490007631,24493051476.231857,9665461.347216172,4370596.142791458,20933006966.412582,3560044509.819275,23.00941665945064,0.1235900227306102,947097.258,1518806.8730000001,187709.37595747702,117051.77164431861,0.1235900227306102,0.1235900227306102,36.2,0.8,0.8947917645696177,150,0,150,Egypt,2024,1,0.2
EGY,Panama Canal,113569503.26485574,113780657726.80722,66548631.79644013,69116770825.69835,47020871.4684156,44663886901.10888,4809128.757670055,1765850650.5703316,4540287.251508637,268841.50616141787,1584868242.2789478,180982408.2913838,6.157253704042887,0.04234524779468898,947097.258,1518806.8730000001,64314.253389461715,40105.06807568048,0.04234524779468898,0.04234524779468898,36.2,0.4,0.9197387821006445,150,0,150,Egypt,2024,1,0.2
EGY,Strait of Hormuz,113569503.26485574,113780657726.80722,66548631.79644013,69116770825.69835,47020871.4684156,44663886901.10888,8456180.988380495,10134340243.456608,6783287.653099951,1672893.3352805437,6644251623.457395,3490088619.999214,11.013866712990689,0.07445820176442802,947097.258,1518806.8730000001,113087.62859103402,70519.15872670054,0.07445820176442802,0.07445820176442802,36.2,0,2.695386903872295,150,0,150,Egypt,2024,1,0.2
EGY,Suez Canal,113569503.26485574,113780657726.80722,66548631.79644013,69116770825.69835,47020871.4684156,44663886901.10888,46063845.35162035,51478499061.372055,24304753.26112537,21759092.09049497,32613925649.61852,18864573411.75354,12.87404774451186,0.4056004827651199,947097.258,1518806.8730000001,616028.8009157822,384143.1050703213,0.4056004827651199,0.40560048276511984,36.2,0.4,8.809642485658404,150,1,151,Egypt,2024,1,0.2
EGY,Taiwan Strait,113569503.26485574,113780657726.80722,66548631.79644013,69116770825.69835,47020871.4684156,44663886901.10888,6573756.686962195,10187182203.4304,4356442.008563287,2217314.6783989086,8411230017.196296,1775952186.2341025,30.18175180408299,0.05788311560746655,947097.258,1518806.8730000001,87913.27381527377,54820.940076328574,0.05788311560746655,0.05788311560746655,36.2,0.8,0.41907375699805777,150,0,150,Egypt,2024,1,0.2
ERI,Gibraltar Strait,526129.3668871179,938668196.688444,183198.7579408014,303114398.3765808,342930.6089463164,635553798.3118633,5652.799826131249,18345761.624608215,5516.943590833712,135.8562352975366,17916927.652213898,428833.9723943178,13.665491262793957,0.01074412527013355,NA,NA,NA,NA,NA,NA,NA,0.4,NA,23,0,23,Eritrea,2024,1,0.2
ERI,Malacca Strait,526129.3668871179,938668196.688444,183198.7579408014,303114398.3765808,342930.6089463164,635553798.3118633,376604.9282621482,580363134.0851218,33942.99535465084,342661.9329074974,89992662.92593457,490370471.1591872,23.00941665945064,0.7158029031725758,NA,NA,NA,NA,NA,NA,NA,0.8,NA,23,0,23,Eritrea,2024,1,0.2
ERI,Panama Canal,526129.3668871179,938668196.688444,183198.7579408014,303114398.3765808,342930.6089463164,635553798.3118633,0.0175119647767208,477.83297735659175,0,0.0175119647767208,0,477.83297735659175,6.157253704042887,3.328452255066391e-8,NA,NA,NA,NA,NA,NA,NA,0.4,NA,23,0,23,Eritrea,2024,1,0.2
ERI,Strait of Hormuz,526129.3668871179,938668196.688444,183198.7579408014,303114398.3765808,342930.6089463164,635553798.3118633,49585.8766922337,206311166.94205737,49583.54606725479,2.330624978906042,84420972.7173938,121890194.22466356,11.013866712990689,0.09424654811726647,NA,NA,NA,NA,NA,NA,NA,0,NA,23,0,23,Eritrea,2024,1,0.2
ERI,Suez Canal,526129.3668871179,938668196.688444,183198.7579408014,303114398.3765808,342930.6089463164,635553798.3118633,76330.17536510987,98283713.49863672,76064.30960017972,265.865764930152,95010730.0700608,3272983.428575923,12.87404774451186,0.14507872049933807,NA,NA,NA,NA,NA,NA,NA,0.4,NA,23,0,23,Eritrea,2024,1,0.2
ERI,Taiwan Strait,526129.3668871179,938668196.688444,183198.7579408014,303114398.3765808,342930.6089463164,635553798.3118633,355568.3886875498,522969994.0759456,24725.92064851739,330842.4680390324,49747955.76786063,473222038.3080849,30.18175180408299,0.6758193156776169,NA,NA,NA,NA,NA,NA,NA,0.8,NA,23,0,23,Eritrea,2024,1,0.2
ESP,Gibraltar Strait,232799364.64422888,309491000120.3932,162282180.77364135,182177729890.0356,70517183.87058754,127313270230.35754,115059552.35592124,140123702564.1556,77467035.3669356,37592516.98898565,75860416203.27208,64263286360.88352,13.665491262793957,0.4942434122694397,35941945.583,63890947.761,31577680.034525156,17764069.828544434,0.4942434122694397,0.4942434122694397,61.8,0.4,18.326545726950823,152,0,152,Spain,2024,4,0.8
ESP,Malacca Strait,232799364.64422888,309491000120.3932,162282180.77364135,182177729890.0356,70517183.87058754,127313270230.35754,15551429.349706698,40222242981.06125,10634001.414179962,4917427.935526735,26439047536.39909,13783195444.662155,23.00941665945064,0.06680185477942721,35941945.583,63890947.761,4268033.814050292,2400988.629325641,0.0668018547794272,0.06680185477942721,61.8,0.8,0.8256709250737199,152,0,152,Spain,2024,4,0.8
ESP,Panama Canal,232799364.64422888,309491000120.3932,162282180.77364135,182177729890.0356,70517183.87058754,127313270230.35754,6706155.244122965,10176115476.146477,4063340.700774789,2642814.5433481764,5274689474.492802,4901426001.653675,6.157253704042887,0.02880658739928916,35941945.583,63890947.761,1840480.1707006644,1035364.7967371844,0.02880658739928916,0.02880658739928916,61.8,0.4,1.0681482607656418,152,0,152,Spain,2024,4,0.8
ESP,Strait of Hormuz,232799364.64422888,309491000120.3932,162282180.77364135,182177729890.0356,70517183.87058754,127313270230.35754,7026934.805393995,6166618309.532471,5460495.0231727725,1566439.7822212223,3922952790.2116456,2243665519.320825,11.013866712990689,0.03018451023752909,35941945.583,63890947.761,1928516.966777341,1084890.024406777,0.03018451023752909,0.030184510237529095,61.8,0,1.8654027326792977,152,0,152,Spain,2024,4,0.8
ESP,Suez Canal,232799364.64422888,309491000120.3932,162282180.77364135,182177729890.0356,70517183.87058754,127313270230.35754,33393201.21863645,62615568289.31493,23540099.783866536,9853101.434769912,40844517727.66373,21771050561.651207,12.87404774451186,0.14344197747132584,35941945.583,63890947.761,9164643.889355019,5155583.748592305,0.14344197747132584,0.14344197747132584,61.8,0.4,5.3188285246367615,152,0,152,Spain,2024,4,0.8
ESP,Taiwan Strait,232799364.64422888,309491000120.3932,162282180.77364135,182177729890.0356,70517183.87058754,127313270230.35754,5162413.5964415455,13937226108.055395,2683367.657176256,2479045.9392652893,8046337747.236566,5890888360.818831,30.18175180408299,0.022175376656765812,35941945.583,63890947.761,1416805.8315579232,797026.1810800052,0.022175376656765812,0.022175376656765812,61.8,0.8,0.27408765547762537,152,0,152,Spain,2024,4,0.8
EST,Gibraltar Strait,8695267.154397562,9544466065.141544,3369433.481046756,4973089325.280392,5325833.673350805,4571376739.861153,2407872.3759925896,2239184243.223087,800598.6766826016,1607273.6993099882,936516858.061611,1302667385.1614757,13.665491262793957,0.27691758438667724,0.111,0.067,0.018553478153907375,0.030737851866921174,0.27691758438667724,0.27691758438667724,1.3,0.4,0.21599571582160823,8,0,8,Estonia,2024,4,0.8
EST,Malacca Strait,8695267.154397562,9544466065.141544,3369433.481046756,4973089325.280392,5325833.673350805,4571376739.861153,1061679.9646609705,1610480286.0057983,417594.4547564136,644085.509904557,1048549844.9992487,561930441.0065497,23.00941665945064,0.12209860212564422,0.111,0.067,0.008180606342418163,0.013552944835946509,0.12209860212564422,0.12209860212564422,1.3,0.8,0.031745636552667496,8,0,8,Estonia,2024,4,0.8
EST,Panama Canal,8695267.154397562,9544466065.141544,3369433.481046756,4973089325.280392,5325833.673350805,4571376739.861153,99355.71579603077,178685162.64357054,20212.75441240985,79142.96138362092,44839811.84154382,133845350.80202672,6.157253704042887,0.011426413246634107,0.111,0.067,7.655696875244852e-4,0.001268331870376386,0.011426413246634107,0.011426413246634107,1.3,0.4,0.008912602332374604,8,0,8,Estonia,2024,4,0.8
EST,Strait of Hormuz,8695267.154397562,9544466065.141544,3369433.481046756,4973089325.280392,5325833.673350805,4571376739.861153,139944.93228682491,70487639.1811197,1793.4400736657874,138151.49221315913,3520088.4998350777,66967550.68128462,11.013866712990689,0.01609437982777204,0.111,0.067,0.0010783234484607268,0.0017864761608826967,0.01609437982777204,0.01609437982777204,1.3,0,0.020922693776103653,8,0,8,Estonia,2024,4,0.8
EST,Suez Canal,8695267.154397562,9544466065.141544,3369433.481046756,4973089325.280392,5325833.673350805,4571376739.861153,1722095.292328509,2101199126.3343337,459127.754607586,1262967.537720923,1204542868.5057726,896656257.8285607,12.87404774451186,0.19804972771395218,0.111,0.067,0.013269331756834797,0.021983519776248694,0.19804972771395218,0.19804972771395218,1.3,0.4,0.1544787876168827,8,0,8,Estonia,2024,4,0.8
EST,Taiwan Strait,8695267.154397562,9544466065.141544,3369433.481046756,4973089325.280392,5325833.673350805,4571376739.861153,497715.7350102256,688735867.0090606,110070.12513629728,387645.6098739283,376903991.24879146,311831875.7602692,30.18175180408299,0.05723984394872903,0.111,0.067,0.0038350695445648455,0.006353622678308923,0.05723984394872903,0.05723984394872903,1.3,0.8,0.014882359426669545,8,0,8,Estonia,2024,4,0.8
ETH,Gibraltar Strait,6187169.709669844,12810584856.156725,5259938.425168646,9368288632.14597,927231.2845011988,3442296224.0107527,1765621.715725657,2935073747.9168787,1531044.9264321062,234576.78929355097,1733678892.154156,1201394855.7627225,13.665491262793957,0.28536823759112195,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,0,0,Ethiopia,2024,1,0.2
ETH,Malacca Strait,6187169.709669844,12810584856.156725,5259938.425168646,9368288632.14597,927231.2845011988,3442296224.0107527,1455419.49261739,4716736931.019968,1283215.745709592,172203.74690779805,3974139802.922961,742597128.097007,23.00941665945064,0.23523186867538712,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0,0,0,Ethiopia,2024,1,0.2
ETH,Panama Canal,6187169.709669844,12810584856.156725,5259938.425168646,9368288632.14597,927231.2845011988,3442296224.0107527,64864.92916663657,50673453.8742917,60990.570467482015,3874.358699154551,39048908.98572087,11624544.888570828,6.157253704042887,0.010483780502296558,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,0,0,Ethiopia,2024,1,0.2
ETH,Strait of Hormuz,6187169.709669844,12810584856.156725,5259938.425168646,9368288632.14597,927231.2845011988,3442296224.0107527,478300.0316421001,1661824893.8239062,391005.9988502566,87294.03279184349,1142149441.6294594,519675452.1944468,11.013866712990689,0.07730514178309533,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,Ethiopia,2024,1,0.2
ETH,Suez Canal,6187169.709669844,12810584856.156725,5259938.425168646,9368288632.14597,927231.2845011988,3442296224.0107527,3145321.844692074,6004456539.892769,2812386.0489486856,332935.7957433884,4496632343.020419,1507824196.8723495,12.87404774451186,0.5083619800789193,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,0,0,Ethiopia,2024,1,0.2
ETH,Taiwan Strait,6187169.709669844,12810584856.156725,5259938.425168646,9368288632.14597,927231.2845011988,3442296224.0107527,478580.91412726993,1718755404.7458253,382533.4597564306,96047.45437083936,1184596339.1441011,534159065.60172415,30.18175180408299,0.0773505393555477,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0,0,0,Ethiopia,2024,1,0.2
FIN,Gibraltar Strait,36440332.24922579,56570433667.82416,17714455.3717304,24315214092.979027,18725876.87749539,32255219574.84513,9542128.031538242,14783866156.698645,1827169.1222819884,7714958.909256254,3642673186.457631,11141192970.241013,13.665491262793957,0.2618562302417255,5269002.267,8708790.149999999,2280450.9586452707,1379721.0707717256,0.2618562302417255,0.2618562302417255,7.5,0.4,1.1783530360877648,264,0,264,Finland,2024,4,0.8
FIN,Malacca Strait,36440332.24922579,56570433667.82416,17714455.3717304,24315214092.979027,18725876.87749539,32255219574.84513,4581907.840129268,9478315682.765112,726488.0853192541,3855419.7548100143,2555231879.0596204,6923083803.705492,23.00941665945064,0.1257372684966838,5269002.267,8708790.149999999,1095019.4853718248,662509.9527554145,0.1257372684966838,0.1257372684966838,7.5,0.8,0.18860590274502564,264,0,264,Finland,2024,4,0.8
FIN,Panama Canal,36440332.24922579,56570433667.82416,17714455.3717304,24315214092.979027,18725876.87749539,32255219574.84513,1208360.8187354878,1620417272.9391477,649932.7769685211,558428.0417669666,540596395.6980412,1079820877.2411065,6.157253704042887,0.033159983571806224,5269002.267,8708790.149999999,288783.33830430784,174720.02861352975,0.033159983571806224,0.033159983571806224,7.5,0.4,0.149219926073128,264,0,264,Finland,2024,4,0.8
FIN,Strait of Hormuz,36440332.24922579,56570433667.82416,17714455.3717304,24315214092.979027,18725876.87749539,32255219574.84513,111593.06045644252,214536324.81369296,23544.94856181695,88048.11189462557,42150619.342675634,172385705.47101733,11.013866712990689,0.0030623502467877037,5269002.267,8708790.149999999,26669.36566507482,16135.530392672421,0.0030623502467877037,0.0030623502467877037,7.5,0,0.022967626850907776,264,0,264,Finland,2024,4,0.8
FIN,Suez Canal,36440332.24922579,56570433667.82416,17714455.3717304,24315214092.979027,18725876.87749539,32255219574.84513,6984481.463533384,12285022311.822922,1442225.589258564,5542255.87427482,3694892064.900229,8590130246.922693,12.87404774451186,0.19166898412902852,5269002.267,8708790.149999999,1669204.9610433897,1009904.3118894383,0.19166898412902852,0.19166898412902852,7.5,0.4,0.8625104285806283,264,0,264,Finland,2024,4,0.8
FIN,Taiwan Strait,36440332.24922579,56570433667.82416,17714455.3717304,24315214092.979027,18725876.87749539,32255219574.84513,2106679.7210107683,4407598789.572165,270576.7131997755,1836103.007810993,1017624657.8237772,3389974131.748388,30.18175180408299,0.05781175941543527,5269002.267,8708790.149999999,503470.48095131235,304610.29141918704,0.05781175941543527,0.057811759415435274,7.5,0.8,0.08671763912315288,264,0,264,Finland,2024,4,0.8
FJI,Gibraltar Strait,2762535.8761199024,2865053365.1431503,1187374.2229242867,1856975170.2304688,1575161.6531956154,1008078194.9126816,28367.48602682721,33346880.726520695,11173.813622329764,17193.672404497447,21711186.037254896,11635694.6892658,13.665491262793957,0.010268639865293092,60.502,48.296,0.49593423093419514,0.6212732491299626,0.010268639865293092,0.010268639865293092,NA,0.4,NA,NA,0,NA,Fiji,2024,2,0.4
FJI,Malacca Strait,2762535.8761199024,2865053365.1431503,1187374.2229242867,1856975170.2304688,1575161.6531956154,1008078194.9126816,176871.38208911417,238493268.83838263,107677.09296823904,69194.28912087511,187285012.1411178,51208256.69726483,23.00941665945064,0.06402500818832349,60.502,48.296,3.092151795463271,3.873641045409948,0.06402500818832349,0.06402500818832349,NA,0.8,NA,NA,0,NA,Fiji,2024,2,0.4
FJI,Panama Canal,2762535.8761199024,2865053365.1431503,1187374.2229242867,1856975170.2304688,1575161.6531956154,1008078194.9126816,636160.6620755106,455965747.0747039,7065.905013849926,629094.7570616606,17513394.785814893,438452352.288889,6.157253704042887,0.23028141193555285,60.502,48.296,11.12167107083946,13.932485984924819,0.23028141193555285,0.23028141193555285,NA,0.4,NA,NA,0,NA,Fiji,2024,2,0.4
FJI,Strait of Hormuz,2762535.8761199024,2865053365.1431503,1187374.2229242867,1856975170.2304688,1575161.6531956154,1008078194.9126816,4975.294140774458,13867589.63080575,3283.912901084833,1691.3812396896258,12754224.776158016,1113364.8546477335,11.013866712990689,0.001800988064546864,60.502,48.296,0.08698051956535535,0.10896337988121438,0.0018009880645468643,0.001800988064546864,NA,0,NA,NA,0,NA,Fiji,2024,2,0.4
FJI,Suez Canal,2762535.8761199024,2865053365.1431503,1187374.2229242867,1856975170.2304688,1575161.6531956154,1008078194.9126816,90329.30514441332,93126814.24159016,28117.37107368235,62211.934070730975,47570427.80944586,45556386.43214432,12.87404774451186,0.0326979663595481,60.502,48.296,1.579180983300735,1.9782923606853793,0.0326979663595481,0.0326979663595481,NA,0.4,NA,NA,0,NA,Fiji,2024,2,0.4
FJI,Taiwan Strait,2762535.8761199024,2865053365.1431503,1187374.2229242867,1856975170.2304688,1575161.6531956154,1008078194.9126816,67860.11400831939,95762211.04406992,37424.000171773936,30436.11383654546,83219530.10312736,12542680.94094256,30.18175180408299,0.024564428138262505,60.502,48.296,1.186363621365526,1.486197031221158,0.024564428138262505,0.024564428138262505,NA,0.8,NA,NA,0,NA,Fiji,2024,2,0.4
FRA,Gibraltar Strait,199830457.0617428,395814960125.82153,142200139.24366418,220506797572.6109,57630317.8180786,175308162553.21063,87713261.85813883,148938817614.71054,61591630.01296438,26121631.845174443,87325111333.57254,61613706281.13799,13.665491262793957,0.43893840382418553,29223640.709000003,46452494.25500001,20389783.681941852,12827378.20673995,0.43893840382418553,0.43893840382418553,64.2,0.4,16.907907315307625,129,0,129,France,2024,4,0.8
FRA,Malacca Strait,199830457.0617428,395814960125.82153,142200139.24366418,220506797572.6109,57630317.8180786,175308162553.21063,14149209.26706443,54239295772.50313,8257828.796589411,5891380.47047502,26338193562.01781,27901102210.48532,23.00941665945064,0.0708060696808228,29223640.709000003,46452494.25500001,3289118.5450675515,2069211.140368784,0.0708060696808228,0.0708060696808228,64.2,0.8,0.9091499347017645,129,0,129,France,2024,4,0.8
FRA,Panama Canal,199830457.0617428,395814960125.82153,142200139.24366418,220506797572.6109,57630317.8180786,175308162553.21063,2477419.2956777476,5198699459.056286,1972379.708101952,505039.58757579554,2406598804.870191,2792100654.1860952,6.157253704042887,0.012397606111226001,29223640.709000003,46452494.25500001,575899.7266574788,362303.1866461714,0.012397606111226001,0.012397606111226001,64.2,0.4,0.47755578740442556,129,0,129,France,2024,4,0.8
FRA,Strait of Hormuz,199830457.0617428,395814960125.82153,142200139.24366418,220506797572.6109,57630317.8180786,175308162553.21063,7070869.042950407,9687396620.033768,6535885.143382054,534983.8995683532,6251642650.744833,3435753969.288935,11.013866712990689,0.03538434104049353,29223640.709000003,46452494.25500001,1643690.8989004868,1034059.2692921063,0.03538434104049353,0.03538434104049353,64.2,0,2.271674694799685,129,0,129,France,2024,4,0.8
FRA,Suez Canal,199830457.0617428,395814960125.82153,142200139.24366418,220506797572.6109,57630317.8180786,175308162553.21063,27053606.25301968,78165815925.75325,18070383.851610724,8983222.401408955,39907583954.81299,38258231970.94026,12.87404774451186,0.1353827972512757,29223640.709000003,46452494.25500001,6288868.611540715,3956378.225050674,0.1353827972512757,0.1353827972512757,64.2,0.4,5.21494535011914,129,0,129,France,2024,4,0.8
FRA,Taiwan Strait,199830457.0617428,395814960125.82153,142200139.24366418,220506797572.6109,57630317.8180786,175308162553.21063,3837392.0532246297,18633519651.291145,1337581.8270115878,2499810.226213042,8858379962.993204,9775139688.29794,30.18175180408299,0.019203239134057366,29223640.709000003,46452494.25500001,892038.3555521911,561188.5609027008,0.019203239134057366,0.019203239134057366,64.2,0.8,0.24656959048129656,129,0,129,France,2024,4,0.8
FSM,Gibraltar Strait,148028.8733087749,250880237.57643944,50316.28942881919,95919421.9374925,97712.58387995572,154960815.63894692,7.807812176936232,207999.81443597167,6.158266317340057,1.6495458595961754,141357.3066153811,66642.50782059057,13.665491262793957,5.2745197625397306e-5,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
FSM,Malacca Strait,148028.8733087749,250880237.57643944,50316.28942881919,95919421.9374925,97712.58387995572,154960815.63894692,11128.906307651334,16784737.91276375,1135.4270819885421,9993.479225662792,1380664.1203230256,15404073.792440722,23.00941665945064,0.07518064590302892,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0,NA,NA,NA,NA,NA
FSM,Panama Canal,148028.8733087749,250880237.57643944,50316.28942881919,95919421.9374925,97712.58387995572,154960815.63894692,3518.844013782569,4769077.905007198,3516.1646835480674,2.679330234502,4744075.433751108,25002.471256090317,6.157253704042887,0.023771335518055166,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
FSM,Strait of Hormuz,148028.8733087749,250880237.57643944,50316.28942881919,95919421.9374925,97712.58387995572,154960815.63894692,0,0,0,0,0,0,11.013866712990689,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
FSM,Suez Canal,148028.8733087749,250880237.57643944,50316.28942881919,95919421.9374925,97712.58387995572,154960815.63894692,14.032768413071311,435428.2725406459,12.351092974631367,1.6816754384399464,363751.7191388731,71676.55340177279,12.87404774451186,9.479750875222985e-5,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA
FSM,Taiwan Strait,148028.8733087749,250880237.57643944,50316.28942881919,95919421.9374925,97712.58387995572,154960815.63894692,39670.69614164918,61032022.35802483,2906.7116172846545,36763.984524364525,4551177.167104977,56480845.190919854,30.18175180408299,0.2679929614738044,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0,NA,NA,NA,NA,NA
GAB,Gibraltar Strait,16967077.680069,9267647337.8641,1438329.878584397,2042381463.7571275,15528747.801484603,7225265874.106974,3354096.269480383,2450828725.2057066,903354.877668685,2450741.3918116977,898158169.1886954,1552670556.0170112,13.665491262793957,0.1976826141027453,NA,NA,NA,NA,NA,NA,NA,0.4,NA,5,0,5,Gabon,2024,0,0
GAB,Malacca Strait,16967077.680069,9267647337.8641,1438329.878584397,2042381463.7571275,15528747.801484603,7225265874.106974,2173153.797810405,1100699328.8960395,9051.541297588656,2164102.256512816,10907864.448037572,1089791464.448002,23.00941665945064,0.1280806181705162,NA,NA,NA,NA,NA,NA,NA,0.8,NA,5,0,5,Gabon,2024,0,0
GAB,Panama Canal,16967077.680069,9267647337.8641,1438329.878584397,2042381463.7571275,15528747.801484603,7225265874.106974,52731.09008203041,25115394.035781555,41665.19254979027,11065.897532240137,18470620.801357195,6644773.234424358,6.157253704042887,0.0031078475077633977,NA,NA,NA,NA,NA,NA,NA,0.4,NA,5,0,5,Gabon,2024,0,0
GAB,Strait of Hormuz,16967077.680069,9267647337.8641,1438329.878584397,2042381463.7571275,15528747.801484603,7225265874.106974,31284.102387732033,126168880.697772,23909.833540595868,7374.268847136166,111667910.8099801,14500969.887791894,11.013866712990689,0.0018438120563614236,NA,NA,NA,NA,NA,NA,NA,0,NA,5,0,5,Gabon,2024,0,0
GAB,Suez Canal,16967077.680069,9267647337.8641,1438329.878584397,2042381463.7571275,15528747.801484603,7225265874.106974,291749.8727422422,97252675.31028268,238106.0107982624,53643.86194397975,53492698.559312,43759976.75097069,12.87404774451186,0.017195057289385602,NA,NA,NA,NA,NA,NA,NA,0.4,NA,5,0,5,Gabon,2024,0,0
GAB,Taiwan Strait,16967077.680069,9267647337.8641,1438329.878584397,2042381463.7571275,15528747.801484603,7225265874.106974,9884262.317170069,4359246447.068659,82962.71163137077,9801299.605538696,244562130.9368223,4114684316.131837,30.18175180408299,0.5825553759785623,NA,NA,NA,NA,NA,NA,NA,0.8,NA,5,0,5,Gabon,2024,0,0
GBR,Gibraltar Strait,321773549.8179803,818934440294.5605,236500411.39904135,547400408892.3856,85273138.41893895,271534031402.175,93248630.54671648,323527449945.51794,76919820.63471253,16328809.912003936,235475094670.8656,88052355274.65233,13.665491262793957,0.2897958225574011,30790328.476999998,51569748.731,14944697.752578637,8922908.567804785,0.2897958225574011,0.2897958225574011,62,0.4,10.78040459913532,109,0,109,United Kingdom,2024,3,0.6
