"","importer_iso3","canal","q_sea_predict","v_sea_predict","q_sea_import","v_sea_import","q_sea_export","v_sea_export","q_canal","v_canal","q_canal_import","q_canal_export","v_canal_import","v_canal_export","share_q","dep_share_sea","oil_v_total","oil_q_total","oil_q_canal","oil_v_canal","dep_oil_share_q","dep_oil_share_v","criticality_oil_tonnes","rerouting_share","Stakes_ic"
"11","AFG","Suez Canal",3928952.71182339,1940796524.58797,1814450.83184607,1442132061.56751,2114501.87997732,498664463.02046,710568.772252615,442377301.765265,694377.940507721,16190.8317448945,413965488.657683,28411813.1075827,12.8740477445119,0.180854498481059,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"12","AFG","Taiwan Strait",3928952.71182339,1940796524.58797,1814450.83184607,1442132061.56751,2114501.87997732,498664463.02046,903721.316561801,446895300.056217,876770.52905265,26950.7875091508,334000245.073736,112895054.982481,30.181751804083,0.230015829369041,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"13","AGO","Gibraltar Strait",71387554.2930588,57296027405.1818,6480564.61388367,10855357208.0205,64906989.6791752,46440670197.1612,6763803.10845548,7982720975.31378,2401870.66441702,4361932.44403846,4490956265.90245,3491764709.41133,13.665491262794,0.0947476513999744,13.262,5.131,0.486150199333269,1.25654335286646,0.0947476513999744,0.0947476513999744,NA,0.4,NA
"14","AGO","Malacca Strait",71387554.2930588,57296027405.1818,6480564.61388367,10855357208.0205,64906989.6791752,46440670197.1612,2852388.11361052,1922366707.31607,190510.696849283,2661877.41676124,354772364.272006,1567594343.04406,23.0094166594506,0.0399563781370202,13.262,5.131,0.205016176221051,0.529901486853162,0.0399563781370202,0.0399563781370202,NA,0.8,NA
"15","AGO","Panama Canal",71387554.2930588,57296027405.1818,6480564.61388367,10855357208.0205,64906989.6791752,46440670197.1612,352897.474162503,265152289.893785,32676.880225334,320220.593937169,34973961.6430571,230178328.250728,6.15725370404289,0.00494340333769938,13.262,5.131,0.0253646025257355,0.0655594150645691,0.00494340333769938,0.00494340333769938,NA,0.4,NA
"16","AGO","Strait of Hormuz",71387554.2930588,57296027405.1818,6480564.61388367,10855357208.0205,64906989.6791752,46440670197.1612,306966.809585393,1628365432.23755,147915.338074186,159051.471511207,469973083.588125,1158392348.64943,11.0138667129907,0.00430000456837671,13.262,5.131,0.0220633234403409,0.0570266605858119,0.00430000456837671,0.00430000456837671,NA,0,NA
"17","AGO","Suez Canal",71387554.2930588,57296027405.1818,6480564.61388367,10855357208.0205,64906989.6791752,46440670197.1612,310289.687872218,804842771.295788,290285.964921999,20003.7229502185,749369729.092922,55473042.2028657,12.8740477445119,0.0043465515935512,13.262,5.131,0.0223021562265112,0.057643967233676,0.0043465515935512,0.0043465515935512,NA,0.4,NA
"18","AGO","Taiwan Strait",71387554.2930588,57296027405.1818,6480564.61388367,10855357208.0205,64906989.6791752,46440670197.1612,35227162.2150223,23438743695.5611,613342.828430464,34613819.3865918,1504101195.75044,21934642499.8106,30.181751804083,0.493463637518781,13.262,5.131,2.53196192410886,6.54431476077407,0.493463637518781,0.493463637518781,NA,0.8,NA
"19","AIA","Gibraltar Strait",43835.4695038638,152280565.929438,43397.8165259805,151049144.960102,437.652977883287,1231420.96933606,235.760869646321,629815.443761008,206.46666321491,29.2942064314113,419680.183827722,210135.259933286,13.665491262794,0.00537831286660544,3.365,0.054,0.000290428894796694,0.0180980227961273,0.00537831286660544,0.00537831286660544,NA,0.4,NA
"20","AIA","Malacca Strait",43835.4695038638,152280565.929438,43397.8165259805,151049144.960102,437.652977883287,1231420.96933606,92.4175841720519,56906.4634649292,92.0428916182285,0.374692553823407,45054.9409064837,11851.5225584455,23.0094166594506,0.00210828320577029,3.365,0.054,0.000113847293111596,0.00709437298741704,0.00210828320577029,0.00210828320577029,NA,0.8,NA
"21","AIA","Panama Canal",43835.4695038638,152280565.929438,43397.8165259805,151049144.960102,437.652977883287,1231420.96933606,27200.4814252929,104817451.316214,27089.0374855997,111.443939693208,104742610.437474,74840.8787403152,6.15725370404289,0.620513062438977,3.365,0.054,0.0335077053717047,2.08802645510716,0.620513062438977,0.620513062438977,NA,0.4,NA
"22","AIA","Strait of Hormuz",43835.4695038638,152280565.929438,43397.8165259805,151049144.960102,437.652977883287,1231420.96933606,10.6092918777082,17725.1972470886,9.90370626965964,0.705585608048547,13518.7730360259,4206.4242110627,11.0138667129907,0.000242025282215195,3.365,0.054,1.30693652396205e-05,0.00081441507465413,0.000242025282215195,0.000242025282215195,NA,0,NA
"23","AIA","Suez Canal",43835.4695038638,152280565.929438,43397.8165259805,151049144.960102,437.652977883287,1231420.96933606,100.046679423191,73604.0045918779,99.0121526909415,1.03452673224945,60005.0849200592,13598.9196718187,12.8740477445119,0.0022823225245568,3.365,0.054,0.000123245416326067,0.00768001529513363,0.0022823225245568,0.0022823225245568,NA,0.4,NA
"24","AIA","Taiwan Strait",43835.4695038638,152280565.929438,43397.8165259805,151049144.960102,437.652977883287,1231420.96933606,9.9406302265675,27378.5348245462,9.9406302265675,0,27378.5348245462,0,30.181751804083,0.000226771387168359,3.365,0.054,1.22456549070914e-05,0.000763085717821529,0.000226771387168359,0.000226771387168359,NA,0.8,NA
"25","ALB","Gibraltar Strait",2505789.7014985,2206996067.59847,1076673.44708002,1153226523.06053,1429116.25441849,1053769544.53794,638200.675589364,686342601.01135,307245.1755153,330955.500074064,301257297.006671,385085304.004679,13.665491262794,0.254690437592473,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"26","ALB","Malacca Strait",2505789.7014985,2206996067.59847,1076673.44708002,1153226523.06053,1429116.25441849,1053769544.53794,480219.294057077,346463496.468992,64967.347028049,415251.947029028,153332406.947179,193131089.521813,23.0094166594506,0.191643893248463,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"27","ALB","Panama Canal",2505789.7014985,2206996067.59847,1076673.44708002,1153226523.06053,1429116.25441849,1053769544.53794,49147.5600548231,24964743.9416856,49030.6373791631,116.922675659938,24246432.2891163,718311.652569281,6.15725370404289,0.0196136012632792,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"28","ALB","Strait of Hormuz",2505789.7014985,2206996067.59847,1076673.44708002,1153226523.06053,1429116.25441849,1053769544.53794,2931.68324717145,8697043.7253541,2570.82886474448,360.854382426973,7295962.94992913,1401080.77542497,11.0138667129907,0.00116996380239661,NA,NA,NA,NA,NA,NA,NA,0,NA
"29","ALB","Suez Canal",2505789.7014985,2206996067.59847,1076673.44708002,1153226523.06053,1429116.25441849,1053769544.53794,551208.336468873,425379742.805838,125332.032783746,425876.303685127,218288820.627083,207090922.178755,12.8740477445119,0.219973901297161,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"30","ALB","Taiwan Strait",2505789.7014985,2206996067.59847,1076673.44708002,1153226523.06053,1429116.25441849,1053769544.53794,387617.922490687,216788087.886895,25696.2151293827,361921.707361304,64929828.8161448,151858259.07075,30.181751804083,0.154688927909188,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"31","AND","Gibraltar Strait",465828.63559108,561227015.549523,374487.545277465,525949814.291578,91341.0903136143,35277201.257945,230860.834376541,62833640.968303,182391.845766563,48468.9886099787,52014563.8512266,10819077.1170764,13.665491262794,0.495591762158647,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"32","AND","Malacca Strait",465828.63559108,561227015.549523,374487.545277465,525949814.291578,91341.0903136143,35277201.257945,208.44140362656,3966475.90356559,169.227896513474,39.2135071130867,3052507.82584766,913968.077717935,23.0094166594506,0.000447463697378917,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"33","AND","Panama Canal",465828.63559108,561227015.549523,374487.545277465,525949814.291578,91341.0903136143,35277201.257945,756.534957826477,931763.832994292,1.96095530181483,754.574002524662,19331.3596966947,912432.473297597,6.15725370404289,0.00162406279911609,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"34","AND","Strait of Hormuz",465828.63559108,561227015.549523,374487.545277465,525949814.291578,91341.0903136143,35277201.257945,10.4467871824884,452314.489773393,0.346910293380714,10.0998768891077,5151.8986085591,447162.591164834,11.0138667129907,2.24262451560813e-05,NA,NA,NA,NA,NA,NA,NA,0,NA
"35","AND","Suez Canal",465828.63559108,561227015.549523,374487.545277465,525949814.291578,91341.0903136143,35277201.257945,1039.99636152774,19470210.6133486,679.243889232895,360.752472294841,17485007.9741753,1985202.63917335,12.8740477445119,0.00223257284346229,NA,NA,NA,NA,NA,NA,NA,0.4,NA
"36","AND","Taiwan Strait",465828.63559108,561227015.549523,374487.545277465,525949814.291578,91341.0903136143,35277201.257945,39.798299910445,1101665.52028328,25.8024671970592,13.9958327133857,362564.580120634,739100.94016265,30.181751804083,8.54354946641393e-05,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"37","ARE","Gibraltar Strait",334663854.646554,366389007574.126,64080389.858357,148505908723.453,270583464.788197,217883098850.673,21058256.5989648,50599409196.2402,13001241.7911671,8057014.8077977,38183410922.9112,12415998273.329,13.665491262794,0.0629236061994351,471846.401,942194.212,59286.2575592751,29690.2771231448,0.0629236061994351,0.0629236061994351,48.3,0.4,1.82352610765963
"38","ARE","Malacca Strait",334663854.646554,366389007574.126,64080389.858357,148505908723.453,270583464.788197,217883098850.673,196048541.809253,190689405313.299,22046954.6169149,174001587.192338,58027615564.0761,132661789749.223,23.0094166594506,0.585807337981882,471846.401,942194.212,551944.283193656,276411.084106141,0.585807337981882,0.585807337981882,48.3,0.8,5.65889888490497
"39","ARE","Panama Canal",334663854.646554,366389007574.126,64080389.858357,148505908723.453,270583464.788197,217883098850.673,1455972.27861109,1347279405.34212,1315767.44003719,140204.838573893,1158825842.80066,188453562.54146,6.15725370404289,0.00435055133201873,471846.401,942194.212,4099.06428403693,2052.79198837879,0.00435055133201873,0.00435055133201873,48.3,0.4,0.126078977601903
"40","ARE","Strait of Hormuz",334663854.646554,366389007574.126,64080389.858357,148505908723.453,270583464.788197,217883098850.673,239294008.474153,273675262133.673,44886415.3306957,194407593.143457,115167974958.738,158507287174.934,11.0138667129907,0.715027945658716,471846.401,942194.212,673695.191817893,337383.362773489,0.715027945658716,0.715027945658716,48.3,0,34.535849775316
"41","ARE","Suez Canal",334663854.646554,366389007574.126,64080389.858357,148505908723.453,270583464.788197,217883098850.673,32184975.7797046,82530230573.5806,18681734.4564689,13503241.3232357,55817085789.4166,26713144784.164,12.8740477445119,0.0961710544262268,471846.401,942194.212,90611.8108423279,45377.9659113903,0.0961710544262268,0.0961710544262268,48.3,0.4,2.78703715727205
"42","ARE","Taiwan Strait",334663854.646554,366389007574.126,64080389.858357,148505908723.453,270583464.788197,217883098850.673,128803912.726746,124073138370.788,11847993.2265755,116955919.500171,35280746102.7288,88792392268.0595,30.181751804083,0.384875483080713,471846.401,942194.212,362627.452499352,181602.111524771,0.384875483080713,0.384875483080713,48.3,0.8,3.71789716655969
