iso3,canal,q,v,q_sea_predict,v_sea_predict,q_sea_import,v_sea_import,q_sea_export,v_sea_export,q_canal,v_canal,q_canal_import,q_canal_export,v_canal_import,v_canal_export,share_q,revenue_USD
ABW,Makassar Strait,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,32.25463093797211,86448.09959959645,32.25463093797211,0.0,86448.09959959645,0.0,8.897180214258098,0.0
ABW,Malacca Strait,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,180.01763528060172,607521.6379926912,180.01751322412474,0.0001220564769848,607303.1568988884,218.4810938028445,23.00941665945064,0.0
ABW,Mona Passage,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,102578.32675990368,365121332.913947,99150.55846940362,3427.768290500057,358063346.719138,7057986.194808987,1.564083260487246,0.0
ABW,Ombai Strait,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,0.9910322856439794,2985.666158930569,0.9910322856439794,0.0,2985.666158930569,0.0,0.05166216352982437,0.0
ABW,Oresund Strait,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,1831.1577818869166,5846691.029485447,1831.155377381772,0.0024045051444858,5846441.9430633765,249.0864220708872,3.1747749928181026,0.0
ABW,Panama Canal,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,133942.28884939133,226942188.12763155,127004.41123109512,6937.877618296224,178728663.53397015,48213524.593661405,6.157253704042887,0.0
ABW,Strait of Hormuz,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,177.3121771951261,239245.06879245362,155.3840908892989,21.928086305827204,92889.77399882372,146355.2947936299,11.013866712990687,0.0
ABW,Suez Canal,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,1580.419811800739,8932919.25934879,1018.0493804952042,562.3704313055346,6991029.47008389,1941889.7892649,12.87404774451186,0.0
ABW,Sunda Strait,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,45.15362286468375,91000.72538231428,45.15362286468375,0.0,91000.72538231428,0.0,6.94227969415126,0.0
ABW,Taiwan Strait,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,693.5685085620298,4839750.233031163,693.5685085620298,0.0,4839750.233031163,0.0,30.18175180408299,0.0
ABW,Torres Strait,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,3.458882898539962,8820.440580941016,3.458882898539962,0.0,8820.440580941016,0.0,4.513103072394245,0.0
ABW,Tsugaru Strait,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,8031.09201359946,51156245.47839053,8031.073393492005,0.0186201074548085,51155641.43708105,604.0413094824808,3.2023519549929347,0.0
ABW,Windward Passage,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,2858.180243362481,1249690.5526436912,2858.180243362481,0.0,1249690.5526436912,0.0,1.6668765196968645,0.0
ABW,Yucatan Channel,456243.89378184534,1355094151.0116692,435494.01478993916,1038821448.2066684,420483.2228976915,962606845.9865367,15010.791892247653,76214602.22013168,24054.20362879677,61879553.13604153,23772.60677043051,281.59685836626204,59383800.63064967,2495752.505391861,2.864518296990316,0.0
AFG,Bab el-Mandeb Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,709590.5165551291,437352083.60371906,693562.1954092584,16028.321145870676,408832494.2517616,28519589.351957437,13.126096746661805,0.0
AFG,Bohai Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,169338.88618548622,90197105.94405907,164569.5482148821,4769.337970604141,68524887.71458444,21672218.22947463,8.117292212620809,0.0
AFG,Bosporus Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,633929.8618610357,351989953.78923017,625424.8538914084,8505.00796962728,337986449.3451685,14003504.444061672,6.705622313986158,0.0
AFG,Cape of Good Hope,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,85.13757219450059,317921.03163020185,82.02833625889781,3.10923593560278,288493.7373407005,29427.29428950132,6.426963930739,0.0
AFG,Dover Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,18591.549118841172,21675923.365179814,17312.644946893826,1278.9041719473462,17527162.17802059,4148761.187159224,10.065191692564454,0.0
AFG,Gibraltar Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,26983.22834178535,51745114.25686417,24016.4898113404,2966.738530444949,35726962.012215465,16018152.2446487,13.665491262793955,0.0
AFG,Korea Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,15612.078015366287,9705766.102363812,15508.73479064394,103.34322472234584,9105300.684692062,600465.4176717486,12.400106810012938,0.0
AFG,Lombok Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,101.19622144758546,181109.22612366165,73.70918297665293,27.487038470932536,122756.03065778116,58353.1954658805,8.12265145800382,0.0
AFG,Luzon Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,986.5509299212968,4460162.324881754,204.64859120579828,781.9023387154984,1884794.5315627048,2575367.7933190493,1.4136315880596664,0.0
AFG,Magellan Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,7.220325069331983e-07,0.1025286159845138,0.0,7.220325069331983e-07,0.0,0.1025286159845138,0.9352021965435611,0.0
AFG,Makassar Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,211.2219045704837,24412549.683369607,197.47803527858565,13.743869291898047,24376676.234224465,35873.44914514163,8.897180214258098,0.0
AFG,Malacca Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,1160665.0687206208,593920061.8930167,1129719.534217327,30945.534503293868,476547808.8587031,117372253.03431363,23.00941665945064,0.0
AFG,Mona Passage,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,73.41875503787116,659863.9711244919,68.43810736947951,4.980647668391661,608262.4096889938,51601.56143549812,1.564083260487246,0.0
AFG,Ombai Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,0.013320929945889,218.75297451367504,0.0,0.013320929945889,0.0,218.75297451367504,0.05166216352982437,0.0
AFG,Oresund Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,9074.488872302796,4893407.746231862,8973.870650645213,100.6182216575832,4187765.141318013,705642.6049138494,3.1747749928181026,0.0
AFG,Panama Canal,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,208.61561386161364,927003.6415321287,11.708711967213526,196.9069018944001,42865.47937608712,884138.1621560416,6.157253704042887,0.0
AFG,Strait of Hormuz,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,298598.6232173164,444369057.4942534,214431.0059387437,84167.61727857268,394198763.40882,50170294.085433416,11.013866712990687,0.0
AFG,Suez Canal,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,710568.7722526151,442377301.7652653,694377.9405077206,16190.831744894478,413965488.6576826,28411813.107582662,12.87404774451186,0.0
AFG,Sunda Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,748.4494637574829,1395631.6542238756,709.8456931037965,38.60377065368642,1264914.6410902122,130717.01313366352,6.94227969415126,0.0
AFG,Taiwan Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,903721.316561801,446895300.0562173,876770.5290526502,26950.78750915081,334000245.07373625,112895054.98248106,30.18175180408299,0.0
AFG,Torres Strait,12279016.675838627,6572740194.371109,3928952.7118233936,1940796524.5879712,1814450.831846072,1442132061.5675108,2114501.8799773213,498664463.0204605,204.81800392875954,595310.8287129432,18.054359512396623,186.76364441636292,70177.34732672304,525133.4813862202,4.513103072394245,0.0
