"","product","value","quantity","exporter_iso3","importer_iso3","exporter_name","importer_name"
"713",270900,0.041,0.005,"NLD","LKA","Netherlands","Sri Lanka"
"714",270900,0.005,0.001,"NLD","COL","Netherlands","Colombia"
"715",270900,0.498,0.749,"NLD","HRV","Netherlands","Croatia"
"716",270900,27.365,40.809,"NLD","CYP","Netherlands","Cyprus"
"717",270900,6.16,6.584,"NLD","DNK","Netherlands","Denmark"
"718",270900,0.035,0.053,"NLD","EST","Netherlands","Estonia"
"719",270900,0.005,0.008,"NLD","FIN","Netherlands","Finland"
"720",270900,1543.558,7139.086,"NLD","FRA","Netherlands","France"
"721",270900,1.724,NA,"NLD","GEO","Netherlands","Georgia"
"722",270900,711132.838,2562126.829,"NLD","DEU","Netherlands","Germany"
"723",270900,2.511,3.993,"NLD","ITA","Netherlands","Italy"
"724",270900,2.218,NA,"NLD","KAZ","Netherlands","Kazakhstan"
"725",270900,0.565,0.147,"NLD","KOR","Netherlands","Rep. of Korea"
"726",270900,0.37,0.551,"NLD","LVA","Netherlands","Latvia"
"727",270900,5.419,8.08,"NLD","LTU","Netherlands","Lithuania"
"728",270900,5.394,1.525,"NLD","LUX","Netherlands","Luxembourg"
"729",270900,0.115,0.665,"NLD","MLT","Netherlands","Malta"
"730",270900,1.745,0.547,"NLD","SXM","Netherlands","Saint Maarten"
"731",270900,0.011,0.001,"NLD","NOR","Netherlands","Norway"
"732",270900,0.001,0.001,"NLD","PAK","Netherlands","Pakistan"
"733",270900,0.246,0.368,"NLD","PRT","Netherlands","Portugal"
"734",270900,36125.116,49756.1,"NLD","QAT","Netherlands","Qatar"
"735",270900,0.022,0.033,"NLD","ROU","Netherlands","Romania"
"736",270900,1.047,1.558,"NLD","SVK","Netherlands","Slovakia"
"737",270900,3.771,5.62,"NLD","SVN","Netherlands","Slovenia"
"738",270900,1.732,0.02,"NLD","ZAF","Netherlands","South Africa"
"739",270900,642.812,1128.035,"NLD","SWE","Netherlands","Sweden"
"740",270900,17499.07,29463.442,"NLD","GBR","Netherlands","United Kingdom"
"741",270900,9579.52,12483,"NLD","USA","Netherlands","USA"
"742",270900,0.024,0.001,"CUW","MSR","CuraÃ§ao","Montserrat"
"743",270900,0.387,0.597,"CUW","NLD","CuraÃ§ao","Netherlands"
"744",270900,0.081,0.127,"ABW","NLD","Aruba","Netherlands"
"745",270900,0.024,0.002,"NCL","BEL","New Caledonia","Belgium"
"746",270900,169106.164,244445.959,"NZL","AUS","New Zealand","Australia"
"747",270900,79640.176,169312.572,"NZL","CHN","New Zealand","China"
"748",270900,0.306,0.521,"NZL","COK","New Zealand","Cook Isds"
"749",270900,11630.794,16683.6,"NZL","IDN","New Zealand","Indonesia"
"750",270900,134816.659,170494.982,"NZL","KOR","New Zealand","Rep. of Korea"
"751",270900,79658.452,230910.595,"NZL","SGP","New Zealand","Singapore"
"752",270900,47319.262,54982.873,"NZL","THA","New Zealand","Thailand"
"753",270900,0.095,0.162,"NZL","TON","New Zealand","Tonga"
"754",270900,357165.523,528919,"NIC","SEN","Nicaragua","Senegal"
"755",270900,87603.732,149961.193,"NER","CHN","Niger","China"
"756",270900,0.06,0.056,"NER","COG","Niger","Congo"
"757",270900,75621.576,137592.298,"NER","FRA","Niger","France"
"758",270900,17942.854,47513.629,"NER","MYS","Niger","Malaysia"
"759",270900,0.03,0.02,"NER","S19","Niger","Other Asia, nes"
"760",270900,0.015,0.014,"NER","NLD","Niger","Netherlands"
"761",270900,19344.156,47807.046,"NER","SGP","Niger","Singapore"
"762",270900,75709.829,142946,"NER","TGO","Niger","Togo"
"763",270900,0.121,0.029,"NER","UKR","Niger","Ukraine"
"764",270900,0.05,0.24,"NER","BFA","Niger","Burkina Faso"
"765",270900,113375.346,240412.5,"NGA","AUS","Nigeria","Australia"
"766",270900,42917.96,64200.442,"NGA","BEL","Nigeria","Belgium"
"767",270900,397091.145,606619.3,"NGA","BRA","Nigeria","Brazil"
"768",270900,1331581.423,2461689.954,"NGA","CAN","Nigeria","Canada"
"769",270900,759171.553,1208778.546,"NGA","CHN","Nigeria","China"
"770",270900,84784.165,137343.263,"NGA","COL","Nigeria","Colombia"
"771",270900,204376.378,350502,"NGA","HRV","Nigeria","Croatia"
"772",270900,4218670.642,6403290.857,"NGA","FRA","Nigeria","France"
"773",270900,1538621.732,2448180.348,"NGA","DEU","Nigeria","Germany"
"774",270900,293090.145,83526.155,"NGA","GIB","Nigeria","Gibraltar"
"775",270900,138083.71,252208.901,"NGA","GRC","Nigeria","Greece"
"776",270900,0.003,0.01,"NGA","HUN","Nigeria","Hungary"
"777",270900,2488962.745,4750632.049,"NGA","IDN","Nigeria","Indonesia"
"778",270900,74797.785,949.511,"NGA","ISR","Nigeria","Israel"
"779",270900,1939251.783,3614624.59,"NGA","ITA","Nigeria","Italy"
"780",270900,2173789.757,3266131.685,"NGA","CIV","Nigeria","CÃ´te d'Ivoire"
"781",270900,228434.992,343312.5,"NGA","KOR","Nigeria","Rep. of Korea"
"782",270900,28431.012,51837.3,"NGA","MYS","Nigeria","Malaysia"
"783",270900,1766628.004,3179767.083,"NGA","NLD","Nigeria","Netherlands"
"784",270900,246603.698,400109,"NGA","NOR","Nigeria","Norway"
"785",270900,624518.913,1114631.643,"NGA","PER","Nigeria","Peru"
"786",270900,407763.561,634544.459,"NGA","POL","Nigeria","Poland"
"787",270900,556156.681,893926.812,"NGA","PRT","Nigeria","Portugal"
"788",270900,399528.889,646491.111,"NGA","SEN","Nigeria","Senegal"
"789",270900,4135515.918,6385126.267,"NGA","IND","Nigeria","India"
"790",270900,35888.66,63345.2,"NGA","SGP","Nigeria","Singapore"
"791",270900,167215.985,NA,"NGA","VNM","Nigeria","Viet Nam"
"792",270900,2463985.181,3910672.858,"NGA","ZAF","Nigeria","South Africa"
"793",270900,4771203.968,7647821.311,"NGA","ESP","Nigeria","Spain"
"794",270900,773519.634,1195140,"NGA","SWE","Nigeria","Sweden"
"795",270900,585807.299,954938,"NGA","CHE","Nigeria","Switzerland"
"796",270900,687713.734,911749.469,"NGA","THA","Nigeria","Thailand"
"797",270900,422433.561,NA,"NGA","TGO","Nigeria","Togo"
"798",270900,382663.931,481574.668,"NGA","TUR","Nigeria","TÃ¼rkiye"
"799",270900,1301063.992,2111359.918,"NGA","GBR","Nigeria","United Kingdom"
"800",270900,4452259.818,8068934.23,"NGA","USA","Nigeria","USA"
"801",270900,373570.615,686912.894,"NGA","URY","Nigeria","Uruguay"
"802",270900,84730.667,139285,"NOR","AUT","Norway","Austria"
"803",270900,18382.622,21745.601,"NOR","BEL","Norway","Belgium"
"804",270900,481198.863,774314.917,"NOR","BGR","Norway","Bulgaria"
"805",270900,283213.64,501901,"NOR","CAN","Norway","Canada"
"806",270900,1332288.983,2019356.455,"NOR","CHN","Norway","China"
"807",270900,84812.674,146810.451,"NOR","HRV","Norway","Croatia"
"808",270900,63292.811,103029,"NOR","CZE","Norway","Czechia"
"809",270900,569962.005,875810.639,"NOR","DNK","Norway","Denmark"
"810",270900,4052787.645,6702630.854,"NOR","FIN","Norway","Finland"
"811",270900,2098323.988,3149201.957,"NOR","FRA","Norway","France"
"812",270900,8028745.563,11673924.459,"NOR","DEU","Norway","Germany"
"813",270900,826674.943,1413352.543,"NOR","GRC","Norway","Greece"
"814",270900,53063.327,75173.3,"NOR","IDN","Norway","Indonesia"
"815",270900,860170.648,1547970.812,"NOR","ITA","Norway","Italy"
"816",270900,168153.628,239798.515,"NOR","KOR","Norway","Rep. of Korea"
"817",270900,769543.141,2412892.893,"NOR","LTU","Norway","Lithuania"
"818",270900,84406.071,166897,"NOR","S19","Norway","Other Asia, nes"
"819",270900,5498876.98,10980833.646,"NOR","NLD","Norway","Netherlands"
"820",270900,4971123.868,8965042.154,"NOR","POL","Norway","Poland"
"821",270900,362898.415,533701.509,"NOR","PRT","Norway","Portugal"
"822",270900,357075.352,591155.841,"NOR","ROU","Norway","Romania"
"823",270900,19143.121,32917.6,"NOR","SGP","Norway","Singapore"
"824",270900,79138.996,135783,"NOR","SVK","Norway","Slovakia"
"825",270900,597392.145,915819.85,"NOR","ESP","Norway","Spain"
"826",270900,5569578.369,8645277.122,"NOR","SWE","Norway","Sweden"
"827",270900,0.01,0.04,"NOR","THA","Norway","Thailand"
"828",270900,461146.337,809804,"NOR","TUR","Norway","TÃ¼rkiye"
"829",270900,11689675.171,20698621.075,"NOR","GBR","Norway","United Kingdom"
"830",270900,330448.366,404445.59,"NOR","USA","Norway","USA"
"831",270900,46079.333,64666.8,"PAK","BRN","Pakistan","Brunei Darussalam"
"832",270900,0.489,0.413,"PAK","HRV","Pakistan","Croatia"
"833",270900,24693.263,40552,"PAK","MYS","Pakistan","Malaysia"
"834",270900,19910.999,42137.401,"PAK","SGP","Pakistan","Singapore"
"835",270900,119003.944,164747,"PAK","THA","Pakistan","Thailand"
"836",270900,32312.48,54455.7,"PAN","SGP","Panama","Singapore"
"837",270900,0.011,0.001,"PNG","BEL","Papua New Guinea","Belgium"
"838",270900,374786.344,551921.9,"PNG","CHN","Papua New Guinea","China"
"839",270900,58599.407,78277.4,"PNG","IDN","Papua New Guinea","Indonesia"
"840",270900,210540.19,325809.4,"PNG","KOR","Papua New Guinea","Rep. of Korea"
"841",270900,194226.367,293774,"PNG","SGP","Papua New Guinea","Singapore"
"842",270900,2780.081,4425.887,"PRY","BOL","Paraguay","Bolivia (Plurinational State of)"
"843",270900,0.081,0.002,"PER","BEL","Peru","Belgium"
"844",270900,4613.53,7344.736,"PER","BOL","Peru","Bolivia (Plurinational State of)"
"845",270900,129275.985,390610.089,"PER","BRA","Peru","Brazil"
"846",270900,0.48,0.058,"PER","COL","Peru","Colombia"
"847",270900,908.904,2380.71,"PER","ECU","Peru","Ecuador"
"848",270900,0.004,0.08,"PER","NOR","Peru","Norway"
"849",270900,0.205,0.007,"PER","ESP","Peru","Spain"
"850",270900,0.284,0.447,"PER","SWE","Peru","Sweden"
"851",270900,45768.209,100005.048,"PER","USA","Peru","USA"
"852",270900,70282.465,106124.751,"PHL","BRN","Philippines","Brunei Darussalam"
"853",270900,32158.504,58661.946,"PHL","KOR","Philippines","Rep. of Korea"
"854",270900,0.423,0.44,"PHL","NLD","Philippines","Netherlands"
"855",270900,0.01,0.01,"PHL","SGP","Philippines","Singapore"
"856",270900,89392.156,115948.107,"PHL","THA","Philippines","Thailand"
"857",270900,0.065,0.002,"POL","BLR","Poland","Belarus"
"858",270900,4.217,4.745,"POL","CAN","Poland","Canada"
"859",270900,6.1,43.195,"POL","CZE","Poland","Czechia"
"860",270900,83323.999,187239.424,"POL","DEU","Poland","Germany"
"861",270900,1.329,1.505,"POL","LVA","Poland","Latvia"
"862",270900,0.144,0.215,"POL","NLD","Poland","Netherlands"
"863",270900,0.114,0.023,"POL","SVK","Poland","Slovakia"
"864",270900,0.002,0.004,"POL","CHE","Poland","Switzerland"
"865",270900,1.069,0.131,"POL","UKR","Poland","Ukraine"
"866",270900,5.081,0.891,"POL","GBR","Poland","United Kingdom"
"867",270900,1.488,NA,"POL","TZA","Poland","United Rep. of Tanzania"
"868",270900,37.736,31.124,"POL","USA","Poland","USA"
"869",270900,1.45,3.438,"PRT","AGO","Portugal","Angola"
"870",270900,0.224,0.075,"PRT","CPV","Portugal","Cabo Verde"
"871",270900,3.16,0.85,"PRT","MOZ","Portugal","Mozambique"
"872",270900,0.052,0.078,"PRT","NLD","Portugal","Netherlands"
"873",270900,30555.268,44944.6,"PRT","QAT","Portugal","Qatar"
"874",270900,159.663,150.86,"PRT","ESP","Portugal","Spain"
"875",270900,64154.68,75885.7,"TLS","THA","Timor-Leste","Thailand"
"876",270900,70325.08,124690,"QAT","BRN","Qatar","Brunei Darussalam"
"877",270900,839554.978,1357009,"QAT","MMR","Qatar","Myanmar"
"878",270900,0.442,0.704,"QAT","CAN","Qatar","Canada"
"879",270900,5856634.089,9448667.889,"QAT","CHN","Qatar","China"
"880",270900,4.478,0.456,"QAT","FRA","Qatar","France"
"881",270900,2840179.532,4606656.721,"QAT","JPN","Qatar","Japan"
"882",270900,4514459.134,6487962.587,"QAT","KOR","Qatar","Rep. of Korea"
"883",270900,572635.526,1020944.985,"QAT","MYS","Qatar","Malaysia"
"884",270900,1145142.066,2185913.661,"QAT","S19","Qatar","Other Asia, nes"
"885",270900,26.611,32.02,"QAT","NLD","Qatar","Netherlands"
"886",270900,98032.296,172485.6,"QAT","PAK","Qatar","Pakistan"
"887",270900,38389.412,68469.835,"QAT","PHL","Qatar","Philippines"
"888",270900,934531.664,1417769.595,"QAT","IND","Qatar","India"
"889",270900,3205376.422,5034038.003,"QAT","SGP","Qatar","Singapore"
"890",270900,1029078.932,1641476.078,"QAT","THA","Qatar","Thailand"
"891",270900,3.251,2.381,"QAT","USA","Qatar","USA"
"892",270900,5122.073,8739.636,"ROU","SRB","Romania","Serbia"
"893",270900,17.25,24.714,"ROU","UKR","Romania","Ukraine"
"894",270900,906539.467,1672840,"RUS","AZE","Russian Federation","Azerbaijan"
"895",270900,285.129,421.91,"RUS","ARM","Russian Federation","Armenia"
"896",270900,77537.044,106301.99,"RUS","BRA","Russian Federation","Brazil"
"897",270900,825495.285,1219420,"RUS","BRN","Russian Federation","Brunei Darussalam"
"898",270900,62589755.078,108469240,"RUS","CHN","Russian Federation","China"
"899",270900,1583541.466,2715880,"RUS","CZE","Russian Federation","Czechia"
"900",270900,5843.774,10534.3,"RUS","GEO","Russian Federation","Georgia"
"901",270900,7236.964,21245,"RUS","DEU","Russian Federation","Germany"
"902",270900,2297811.481,4561540,"RUS","HUN","Russian Federation","Hungary"
"903",270900,48478.899,93421.9,"RUS","MYS","Russian Federation","Malaysia"
"904",270900,674358.845,1163950,"RUS","NLD","Russian Federation","Netherlands"
"905",270900,52727893.91,92008859,"RUS","IND","Russian Federation","India"
"906",270900,2168190.049,4246803,"RUS","SVK","Russian Federation","Slovakia"
"907",270900,282976.613,478662,"RUS","UZB","Russian Federation","Uzbekistan"
"908",270900,6308.475,4944,"STP","PAK","Sao Tome and Principe","Pakistan"
"909",270900,538372.994,925840,"SAU","AUT","Saudi Arabia","Austria"
"910",270900,1966876.749,3187637,"SAU","BRA","Saudi Arabia","Brazil"
"911",270900,166357.318,271467,"SAU","BRN","Saudi Arabia","Brunei Darussalam"
"912",270900,540156.408,874436.5,"SAU","BGR","Saudi Arabia","Bulgaria"
"913",270900,1416599.572,2255225.331,"SAU","CAN","Saudi Arabia","Canada"
"914",270900,47910307.938,78637619,"SAU","CHN","Saudi Arabia","China"
"915",270900,47172.573,85916.7,"SAU","HRV","Saudi Arabia","Croatia"
"916",270900,859757.546,1352409.9,"SAU","FRA","Saudi Arabia","France"
"917",270900,1060425.069,1719019,"SAU","DEU","Saudi Arabia","Germany"
"918",270900,1298866.875,2160864.9,"SAU","GRC","Saudi Arabia","Greece"
"919",270900,2053001.047,3428430,"SAU","IDN","Saudi Arabia","Indonesia"
"920",270900,2085878.54,3573950,"SAU","ITA","Saudi Arabia","Italy"
"921",270900,28747349.249,46433650,"SAU","JPN","Saudi Arabia","Japan"
"922",270900,29479657.426,47806530,"SAU","KOR","Saudi Arabia","Rep. of Korea"
"923",270900,2244803.212,3709770,"SAU","LTU","Saudi Arabia","Lithuania"
"924",270900,5630827.027,9307595,"SAU","MYS","Saudi Arabia","Malaysia"
"925",270900,7560878.969,14399200,"SAU","S19","Saudi Arabia","Other Asia, nes"
"926",270900,2533390.662,4002790.07,"SAU","NLD","Saudi Arabia","Netherlands"
"927",270900,3215739.385,5542066,"SAU","PAK","Saudi Arabia","Pakistan"
"928",270900,1793784.549,3193360,"SAU","PHL","Saudi Arabia","Philippines"
"929",270900,8040949.127,13375532,"SAU","POL","Saudi Arabia","Poland"
"930",270900,19606881.973,31723400,"SAU","IND","Saudi Arabia","India"
"931",270900,2196480.839,3538560,"SAU","SGP","Saudi Arabia","Singapore"
"932",270900,873511.218,1490908,"SAU","ZAF","Saudi Arabia","South Africa"
"933",270900,2077783.147,3529560,"SAU","ESP","Saudi Arabia","Spain"
"934",270900,3853704.058,5884971.6,"SAU","THA","Saudi Arabia","Thailand"
"935",270900,720650,1147274.195,"SAU","EGY","Saudi Arabia","Egypt"
"936",270900,8353719.321,15604927.482,"SAU","USA","Saudi Arabia","USA"
"937",270900,580627.002,1044444.391,"SEN","CHN","Senegal","China"
"938",270900,0.022,0.02,"SEN","FRA","Senegal","France"
"939",270900,51601.709,95999.8,"SEN","DEU","Senegal","Germany"
"940",270900,6160.682,8435.95,"SEN","GIB","Senegal","Gibraltar"
"941",270900,1220.731,1622.29,"SEN","GIN","Senegal","Guinea"
"942",270900,32121.889,81175.202,"SEN","ITA","Senegal","Italy"
"943",270900,0.501,0.201,"SEN","KOR","Senegal","Rep. of Korea"
"944",270900,5294.916,7292.58,"SEN","MLI","Senegal","Mali"
"945",270900,86903.977,128894.288,"SEN","NLD","Senegal","Netherlands"
"946",270900,0.107,0.023,"SEN","IND","Senegal","India"
"947",270900,76568.827,132623.633,"SEN","ESP","Senegal","Spain"
"948",270900,638.328,802.36,"SEN","GBR","Senegal","United Kingdom"
"949",270900,75146.73,158151.258,"SEN","USA","Senegal","USA"
"950",270900,0.008,0.006,"SRB","ITA","Serbia","Italy"
"951",270900,0.053,0.002,"IND","BEL","India","Belgium"
"952",270900,0.001,0.002,"IND","CAN","India","Canada"
"953",270900,35.656,2.155,"IND","LKA","India","Sri Lanka"
"954",270900,0.685,0.089,"IND","CHN","India","China"
"955",270900,43.523,32.568,"IND","SLV","India","El Salvador"
"956",270900,0.008,0.012,"IND","FRA","India","France"
"957",270900,34.85,15.13,"IND","GTM","India","Guatemala"
"958",270900,0.047,0.009,"IND","IDN","India","Indonesia"
"959",270900,0.01,0.002,"IND","IRL","India","Ireland"
"960",270900,0.004,0.001,"IND","NAM","India","Namibia"
"961",270900,0.462,0.724,"IND","NLD","India","Netherlands"
"962",270900,21.517,16,"IND","NZL","India","New Zealand"
"963",270900,92949.24,133312,"IND","QAT","India","Qatar"
"964",270900,1.761,0.17,"SGP","BGD","Singapore","Bangladesh"
"965",270900,0.001,0.001,"SGP","BEL","Singapore","Belgium"
"966",270900,0.028,0.045,"SGP","FRA","Singapore","France"
"967",270900,1.76,0.028,"SGP","IDN","Singapore","Indonesia"
"968",270900,1.347,2.37,"SGP","JOR","Singapore","Jordan"
"969",270900,0.739,0.209,"SGP","KOR","Singapore","Rep. of Korea"
"970",270900,91.4,406.54,"SGP","MYS","Singapore","Malaysia"
"971",270900,0.501,0.771,"SGP","NLD","Singapore","Netherlands"
"972",270900,0.004,0.008,"SGP","PAN","Singapore","Panama"
"973",270900,1.187,2.088,"SGP","PNG","Singapore","Papua New Guinea"
"974",270900,83846.452,179654.9,"SGP","QAT","Singapore","Qatar"
"975",270900,77583.436,135101,"SGP","IND","Singapore","India"
"976",270900,1.257,NA,"SGP","ESP","Singapore","Spain"
"977",270900,2310.928,3394.806,"SGP","THA","Singapore","Thailand"
"978",270900,42.485,0.508,"SGP","UGA","Singapore","Uganda"
"979",270900,0.193,0.34,"SGP","USA","Singapore","USA"
"980",270900,630.064,1158.627,"SVK","AUT","Slovakia","Austria"
"981",270900,0.065,0.012,"SVK","CZE","Slovakia","Czechia"
"982",270900,368948.804,427816.448,"SVK","HUN","Slovakia","Hungary"
"983",270900,616834.536,1027016.3,"VNM","AUS","Viet Nam","Australia"
"984",270900,0.103,0.004,"VNM","BEL","Viet Nam","Belgium"
"985",270900,157579.157,236490,"VNM","BRN","Viet Nam","Brunei Darussalam"
"986",270900,18904.964,25504,"VNM","CHN","Viet Nam","China"
"987",270900,154279.438,227011.3,"VNM","JPN","Viet Nam","Japan"
"988",270900,39426.618,53130.5,"VNM","MYS","Viet Nam","Malaysia"
"989",270900,94420.14,140368,"VNM","SGP","Viet Nam","Singapore"
"990",270900,544369.374,761301.3,"VNM","THA","Viet Nam","Thailand"
"991",270900,0.409,0.172,"SVN","HRV","Slovenia","Croatia"
"992",270900,71.84,78.941,"SVN","HUN","Slovenia","Hungary"
"993",270900,0.206,0.306,"SVN","NLD","Slovenia","Netherlands"
"994",270900,0.063,0.001,"SVN","USA","Slovenia","USA"
"995",270900,6.761,1.432,"ZAF","AGO","South Africa","Angola"
"996",270900,0.004,0.002,"ZAF","BEL","South Africa","Belgium"
"997",270900,1.548,0.023,"ZAF","BWA","South Africa","Botswana"
"998",270900,6035.737,8356.32,"ZAF","BRA","South Africa","Brazil"
"999",270900,11742.517,21672.5,"ZAF","CHN","South Africa","China"
"1000",270900,28.02,1.692,"ZAF","COD","South Africa","Dem. Rep. of the Congo"
"1001",270900,0.004,0.001,"ZAF","DNK","South Africa","Denmark"
"1002",270900,0.452,0.022,"ZAF","KOR","South Africa","Rep. of Korea"
"1003",270900,17.886,25.388,"ZAF","LSO","South Africa","Lesotho"
"1004",270900,15.95,2.835,"ZAF","LBR","South Africa","Liberia"
"1005",270900,0.764,0.84,"ZAF","MWI","South Africa","Malawi"
"1006",270900,10.05,3.263,"ZAF","MUS","South Africa","Mauritius"
"1007",270900,110.235,45.545,"ZAF","MOZ","South Africa","Mozambique"
"1008",270900,9.72,5.378,"ZAF","NAM","South Africa","Namibia"
"1009",270900,0.75,1.14,"ZAF","NLD","South Africa","Netherlands"
"1010",270900,0.709,0.4,"ZAF","VUT","South Africa","Vanuatu"
"1011",270900,16738.17,22797.9,"ZAF","QAT","South Africa","Qatar"
"1012",270900,22.481,5.024,"ZAF","SHN","South Africa","Saint Helena"
"1013",270900,3258.72,6470.309,"ZAF","SGP","South Africa","Singapore"
"1014",270900,740.6,1110.882,"ZAF","ZWE","South Africa","Zimbabwe"
"1015",270900,1.892,0.42,"ZAF","SWZ","South Africa","Eswatini"
"1016",270900,47932.49,NA,"ZAF","GBR","South Africa","United Kingdom"
"1017",270900,8.135,9.764,"ZAF","TZA","South Africa","United Rep. of Tanzania"
"1018",270900,0.005,0.004,"ZAF","USA","South Africa","USA"
"1019",270900,480.832,456.469,"ZAF","ZMB","South Africa","Zambia"
"1020",270900,0.31,NA,"ESP","ARG","Spain","Argentina"
"1021",270900,2.897,0.38,"ESP","AUS","Spain","Australia"
"1022",270900,14.807,10.933,"ESP","BEL","Spain","Belgium"
"1023",270900,1.947,0.37,"ESP","BRA","Spain","Brazil"
"1024",270900,0.001,0.002,"ESP","CAN","Spain","Canada"
"1025",270900,20.464,6.5,"ESP","COL","Spain","Colombia"
"1026",270900,4.222,0.16,"ESP","CRI","Spain","Costa Rica"
"1027",270900,38752.707,57002.1,"ESP","HRV","Spain","Croatia"
"1028",270900,7.785,0.435,"ESP","CUB","Spain","Cuba"
"1029",270900,0.009,0.001,"ESP","CZE","Spain","Czechia"
"1030",270900,7.993,0.911,"ESP","ECU","Spain","Ecuador"
"1031",270900,151787.651,506552.582,"ESP","FRA","Spain","France"
"1032",270900,3.13,1.243,"ESP","DEU","Spain","Germany"
"1033",270900,28369.797,32932.7,"ESP","IRL","Spain","Ireland"
"1034",270900,40438.547,106258.322,"ESP","ITA","Spain","Italy"
"1035",270900,0.267,0.063,"ESP","KOR","Spain","Rep. of Korea"
"1036",270900,2.574,0.412,"ESP","MDV","Spain","Maldives"
"1037",270900,56415.995,79795.3,"ESP","MLT","Spain","Malta"
"1038",270900,3.79,0.38,"ESP","MEX","Spain","Mexico"
"1039",270900,64.968,75.235,"ESP","NLD","Spain","Netherlands"
"1040",270900,1.704,0.306,"ESP","PER","Spain","Peru"
"1041",270900,1482.671,9452.611,"ESP","PRT","Spain","Portugal"
"1042",270900,51660.73,73523.5,"ESP","QAT","Spain","Qatar"
"1043",270900,0.658,0.05,"ESP","SGP","Spain","Singapore"
"1044",270900,75433.02,102149,"ESP","SVN","Spain","Slovenia"
"1045",270900,3.682,0.6,"ESP","THA","Spain","Thailand"
"1046",270900,3.635,0.411,"ESP","ARE","Spain","United Arab Emirates"
"1047",270900,0.063,0.003,"ESP","GBR","Spain","United Kingdom"
"1048",270900,299964.621,462716.1,"SSD","CHN","South Sudan","China"
"1049",270900,9115.509,13925.4,"SSD","JPN","South Sudan","Japan"
"1050",270900,88109.897,143832,"SSD","SGP","South Sudan","Singapore"
"1051",270900,273263.256,488001,"SDN","ITA","Sudan","Italy"
"1052",270900,314344.299,505839.1,"SDN","MYS","Sudan","Malaysia"
"1053",270900,92450.056,150206,"SDN","SGP","Sudan","Singapore"
"1054",270900,0.028,0.02,"SWZ","MOZ","Eswatini","Mozambique"
"1055",270900,1.893,0.407,"SWE","CAN","Sweden","Canada"
"1056",270900,0.282,0.013,"SWE","KEN","Sweden","Kenya"
"1057",270900,2.176,0.467,"SWE","NZL","Sweden","New Zealand"
"1058",270900,158.124,36,"SWE","NOR","Sweden","Norway"
"1059",270900,55430.271,103251.77,"SWE","QAT","Sweden","Qatar"
"1060",270900,28.105,4,"SWE","CHE","Sweden","Switzerland"
"1061",270900,0.473,0.102,"SWE","USA","Sweden","USA"
"1062",270900,0.04,0.005,"CHE","BEL","Switzerland","Belgium"
"1063",270900,0.264,NA,"CHE","BRA","Switzerland","Brazil"
"1064",270900,0.016,0.001,"CHE","CZE","Switzerland","Czechia"
"1065",270900,0.011,0.003,"CHE","DNK","Switzerland","Denmark"
"1066",270900,0.069,0.004,"CHE","DEU","Switzerland","Germany"
"1067",270900,1.451,0.131,"CHE","POL","Switzerland","Poland"
"1068",270900,0.26,0.015,"CHE","THA","Switzerland","Thailand"
"1069",270900,0.024,0.024,"THA","AUS","Thailand","Australia"
"1070",270900,0.001,NA,"THA","BEL","Thailand","Belgium"
"1071",270900,19809.636,42123.9,"THA","BRN","Thailand","Brunei Darussalam"
"1072",270900,3.099,0.397,"THA","KHM","Thailand","Cambodia"
"1073",270900,0.009,0.013,"THA","CAN","Thailand","Canada"
"1074",270900,206658.859,366119.116,"THA","CHN","Thailand","China"
"1075",270900,0.059,0.005,"THA","DEU","Thailand","Germany"
"1076",270900,0.434,0.487,"THA","JPN","Thailand","Japan"
"1077",270900,0.008,0.008,"THA","KOR","Thailand","Rep. of Korea"
"1078",270900,264738.247,493946.812,"THA","MYS","Thailand","Malaysia"
"1079",270900,0.036,0.036,"THA","S19","Thailand","Other Asia, nes"
"1080",270900,0.365,0.552,"THA","NLD","Thailand","Netherlands"
"1081",270900,42881.574,69519.132,"THA","SGP","Thailand","Singapore"
"1082",270900,0.005,0.004,"THA","ARE","Thailand","United Arab Emirates"
"1083",270900,0.086,0.02,"THA","GBR","Thailand","United Kingdom"
"1084",270900,0.134,0.111,"THA","USA","Thailand","USA"
"1085",270900,0.569,0.889,"TGO","NLD","Togo","Netherlands"
"1086",270900,0.916,0.015,"TGO","ESP","Togo","Spain"
"1087",270900,68635.995,101877,"TTO","BEL","Trinidad and Tobago","Belgium"
"1088",270900,0.187,0.093,"TTO","GRD","Trinidad and Tobago","Grenada"
"1089",270900,207096.463,299161.5,"TTO","PER","Trinidad and Tobago","Peru"
"1090",270900,1429641.444,2699214.19,"TTO","USA","Trinidad and Tobago","USA"
"1091",270900,314948.625,536457,"ARE","AUS","United Arab Emirates","Australia"
"1092",270900,2.995,0.151,"ARE","BEL","United Arab Emirates","Belgium"
"1093",270900,505466.488,849845,"ARE","BRN","United Arab Emirates","Brunei Darussalam"
"1094",270900,0.719,1.145,"ARE","CAN","United Arab Emirates","Canada"
"1095",270900,0.082,0.1,"ARE","CAF","United Arab Emirates","Central African Rep."
"1096",270900,766316.511,1519430,"ARE","LKA","United Arab Emirates","Sri Lanka"
"1097",270900,22068408.683,35532280,"ARE","CHN","United Arab Emirates","China"
"1098",270900,135820.627,213240.275,"ARE","FRA","United Arab Emirates","France"
"1099",270900,600854.139,987414.65,"ARE","DEU","United Arab Emirates","Germany"
